"","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01"
"060850002",NA,NA,NA,41.7666666666667,44.741935483871,37.4,36.258064516129,33.2903225806452,44.4333333333333,36.8214285714286,25.28,NA
"060850005",15.0666666666667,28.5,36.1724137931034,40.6153846153846,42.1,35.3333333333333,33.5161290322581,31,40.037037037037,32.25,23.6333333333333,18.7586206896552
"060851001",17.6666666666667,32.8928571428571,36.7586206896552,39.7,42.4193548387097,36.8,36.5,34.1935483870968,43.4333333333333,32.1333333333333,25.7666666666667,19.8333333333333
"060852006",NA,NA,NA,44.2916666666667,46.1612903225806,38.6,37.2258064516129,36.6451612903226,48.0666666666667,38.741935483871,27.3214285714286,NA
"060852009",19.258064516129,34.25,38.7666666666667,42.0689655172414,42.9354838709677,35.9655172413793,32.5483870967742,29.1333333333333,39.2333333333333,34.0322580645161,26.2962962962963,20.1666666666667
"060870003",28.8148148148148,39.1071428571429,40.7333333333333,41.4827586206897,42.258064516129,31.8666666666667,24.3870967741935,25.1290322580645,32.6666666666667,32.8387096774194,33.448275862069,28.75
"060870007",24.258064516129,36.1071428571429,38.8571428571429,41.4137931034483,44.1290322580645,32.7931034482759,26.5483870967742,25.3870967741935,33.7666666666667,34.9354838709677,28.7666666666667,24.5333333333333
"060890004",19.6129032258065,31.6071428571429,33.7586206896552,38.4827586206897,38.1612903225806,38.3666666666667,41.741935483871,47.0645161290323,45.8666666666667,28.4193548387097,20.2333333333333,23.1
"060890007",16.5806451612903,25.9642857142857,25.8064516129032,36.3666666666667,41,39.8333333333333,43.3225806451613,50.6774193548387,44.3666666666667,22.4,20.8333333333333,21.2333333333333
"060890009",24.6666666666667,35.8148148148148,36.5,44.4333333333333,42.9032258064516,41.1333333333333,47.6774193548387,58.7096774193548,49.2666666666667,27.0645161290323,22.7,27.7666666666667
"060893003",41.4333333333333,45.84,50.4838709677419,49.2666666666667,51.7142857142857,49.1785714285714,47.8709677419355,54.9354838709677,49.7,36.28,39.5714285714286,40.3
"060932001",21.9666666666667,35.4545454545455,41.1724137931034,45.3666666666667,47.741935483871,44.4,39.3666666666667,44.7741935483871,45.0666666666667,29.741935483871,27.9333333333333,22.5357142857143
"060950004",18.4333333333333,34.3928571428571,37.8333333333333,41.8333333333333,42.5666666666667,33.0666666666667,27.9677419354839,26.1290322580645,39.3,33.3225806451613,25.5357142857143,21.4333333333333
"060950005",NA,NA,NA,40.8333333333333,43.8064516129032,38,35.0645161290323,34.5161290322581,47.3333333333333,36.9677419354839,26.8148148148148,NA
"060953003",19.0322580645161,35.7857142857143,38.0645161290323,41.1333333333333,43.4838709677419,39.9,40.7,42.5172413793103,50.5333333333333,36.2413793103448,24.9,26.9333333333333
"060970003",13.5333333333333,28.25,31.3225806451613,34.6,33.8666666666667,27.3448275862069,24.9354838709677,23.4193548387097,32.4,26.0322580645161,22.4333333333333,19.5862068965517
"060971003",NA,NA,NA,NA,NA,NA,28.4,31.5,37.8666666666667,29.5,27.7666666666667,24.9666666666667
"060990005",11.8387096774194,26.1666666666667,37.6896551724138,40,43.5769230769231,48.2333333333333,51.1935483870968,51.0645161290323,55.0333333333333,37.0645161290323,22.3448275862069,15.1
"060990006",16.3225806451613,34.5714285714286,41,49.6428571428571,55.1935483870968,58.7666666666667,62.2258064516129,60.9032258064516,65.0666666666667,41.6,26.6666666666667,21.8421052631579
"061010003",17.7333333333333,33.7142857142857,36.5172413793103,42.6333333333333,44.1935483870968,44.0666666666667,44.5483870967742,52.4838709677419,48.4333333333333,29.2903225806452,18.7,22.1666666666667
"061010004",NA,NA,NA,NA,44.75,47.1333333333333,43.9677419354839,65,66.1923076923077,46.4666666666667,NA,NA
"061030004",NA,NA,NA,NA,52.3870967741936,52.7,53.8709677419355,63.1935483870968,58.7333333333333,42.2,NA,NA
"061030005",19.9354838709677,34.1785714285714,37.1290322580645,43.7,46.7096774193548,48,49.1290322580645,59.4838709677419,53.6666666666667,33.1290322580645,27,29.3333333333333
"061070006",37.5161290322581,39.1428571428571,38.1935483870968,39.6,46.4516129032258,61.2857142857143,67.5806451612903,71.5161290322581,64.1724137931034,40.3548387096774,35.1304347826087,38.9666666666667
"061070009",28.7741935483871,40.4285714285714,39.7741935483871,47.3333333333333,56.1935483870968,71.551724137931,79.0689655172414,85.7096774193548,78.4666666666667,56.5483870967742,35.6206896551724,39.2
"061072002",15.1481481481481,35.8928571428571,38.8387096774194,40.3448275862069,56.448275862069,57.4333333333333,60.3103448275862,62.3548387096774,66.7931034482759,47.8064516129032,21.9285714285714,23.5172413793103
"061072010",19.9,42,41.3870967741936,49.9666666666667,60.741935483871,66.1,71.5161290322581,72,73.7,57.4137931034483,31.1,27.5416666666667
"061090005",24.1333333333333,37.85,41.5161290322581,44.6,51.258064516129,54.8,57.6451612903226,59.3870967741936,62,41.7096774193548,33.8333333333333,33.1724137931034
"061110007",41,46.6071428571429,47.9333333333333,53.5,55.6774193548387,51.5333333333333,50,53.8709677419355,57.7666666666667,52.6129032258064,43.0666666666667,39.1666666666667
"061110009",36.6129032258064,41.5,43.1290322580645,47.1333333333333,53.3225806451613,51.2,52.0333333333333,57.9677419354839,57.9,48.5185185185185,36.8333333333333,34.1
"061111004",34.0645161290323,42,44,47.2,55.0333333333333,51,49.6774193548387,56.3870967741936,59.1,50.4838709677419,38.0344827586207,35.2
"061112002",38.7741935483871,43.7142857142857,46.1612903225806,48.6666666666667,53.7096774193548,53.5,55.0322580645161,60.7096774193548,60.5666666666667,47.6666666666667,37.0333333333333,34.8333333333333
"061112003",34.6896551724138,43.3928571428571,41.9333333333333,43.64,NA,NA,NA,NA,NA,NA,NA,NA
"061113001",35.6451612903226,43.1071428571429,42.5806451612903,46.0666666666667,48.8064516129032,42.9310344827586,38.0645161290323,37.0967741935484,46.1333333333333,44.9032258064516,35.9666666666667,32.1
"061130004",20.6333333333333,37.5714285714286,41.2413793103448,46.96,49.6451612903226,48,49.2903225806452,50.8709677419355,50.1333333333333,36.741935483871,26.1379310344828,25.9259259259259
"061131003",20.741935483871,36,39.1290322580645,43.9,47.258064516129,46.6333333333333,47.8709677419355,53.2666666666667,53.6333333333333,37.3870967741936,25.6,25.6
